Keyframe_no cam_Tx cam_Ty cam_Tz cam_Rx cam_Ry cam_Rz Light_status phineas~Tx phineas~Ty phineas~Tz phineas~Sx phineas~Sy phineas~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz face-Rx face-Ry face-Rz face-Sx face-Sy face-Sz hair-Rx hair-Ry hair-Rz hair-Sx hair-Sy hair-Sz sleeve_left-Rx sleeve_left-Ry sleeve_left-Rz sleeve_left-Sx sleeve_left-Sy sleeve_left-Sz hand_left-Rx hand_left-Ry hand_left-Rz hand_left-Sx hand_left-Sy hand_left-Sz sleeve_right-Rx sleeve_right-Ry sleeve_right-Rz sleeve_right-Sx sleeve_right-Sy sleeve_right-Sz hand_right-Rx hand_right-Ry hand_right-Rz hand_right-Sx hand_right-Sy hand_right-Sz thigh_left-Rx thigh_left-Ry thigh_left-Rz thigh_left-Sx thigh_left-Sy thigh_left-Sz leg_left-Rx leg_left-Ry leg_left-Rz leg_left-Sx leg_left-Sy leg_left-Sz shoe_left-Rx shoe_left-Ry shoe_left-Rz shoe_left-Sx shoe_left-Sy shoe_left-Sz thigh_right-Rx thigh_right-Ry thigh_right-Rz thigh_right-Sx thigh_right-Sy thigh_right-Sz leg_right-Rx leg_right-Ry leg_right-Rz leg_right-Sx leg_right-Sy leg_right-Sz shoe_right-Rx shoe_right-Ry shoe_right-Rz shoe_right-Sx shoe_right-Sy shoe_right-Sz perry~Tx perry~Ty perry~Tz perry~Sx perry~Sy perry~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz face-Rx face-Ry face-Rz face-Sx face-Sy face-Sz eye_left-Rx eye_left-Ry eye_left-Rz eye_left-Sx eye_left-Sy eye_left-Sz eye_ball_left-Rx eye_ball_left-Ry eye_ball_left-Rz eye_ball_left-Sx eye_ball_left-Sy eye_ball_left-Sz eye_right-Rx eye_right-Ry eye_right-Rz eye_right-Sx eye_right-Sy eye_right-Sz eye_ball_right-Rx eye_ball_right-Ry eye_ball_right-Rz eye_ball_right-Sx eye_ball_right-Sy eye_ball_right-Sz upper_mouth-Rx upper_mouth-Ry upper_mouth-Rz upper_mouth-Sx upper_mouth-Sy upper_mouth-Sz lower_mouth-Rx lower_mouth-Ry lower_mouth-Rz lower_mouth-Sx lower_mouth-Sy lower_mouth-Sz tail-Rx tail-Ry tail-Rz tail-Sx tail-Sy tail-Sz front_left_leg-Rx front_left_leg-Ry front_left_leg-Rz front_left_leg-Sx front_left_leg-Sy front_left_leg-Sz front_left_foot-Rx front_left_foot-Ry front_left_foot-Rz front_left_foot-Sx front_left_foot-Sy front_left_foot-Sz front_right_leg-Rx front_right_leg-Ry front_right_leg-Rz front_right_leg-Sx front_right_leg-Sy front_right_leg-Sz front_right_foot-Rx front_right_foot-Ry front_right_foot-Rz front_right_foot-Sx front_right_foot-Sy front_right_foot-Sz back_left_leg-Rx back_left_leg-Ry back_left_leg-Rz back_left_leg-Sx back_left_leg-Sy back_left_leg-Sz back_left_foot-Rx back_left_foot-Ry back_left_foot-Rz back_left_foot-Sx back_left_foot-Sy back_left_foot-Sz back_right_leg-Rx back_right_leg-Ry back_right_leg-Rz back_right_leg-Sx back_right_leg-Sy back_right_leg-Sz back_right_foot-Rx back_right_foot-Ry back_right_foot-Rz back_right_foot-Sx back_right_foot-Sy back_right_foot-Sz hat-Rx hat-Ry hat-Rz hat-Sx hat-Sy hat-Sz ball~Tx ball~Ty ball~Tz ball~Sx ball~Sy ball~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz spaceship~Tx spaceship~Ty spaceship~Tz spaceship~Sx spaceship~Sy spaceship~Sz body-Rx body-Ry body-Rz body-Sx body-Sy body-Sz sp_image-Rx sp_image-Ry sp_image-Rz sp_image-Sx sp_image-Sy sp_image-Sz
67 -2.6 -2.6 6.6 -5 -320 0 1 0 9.45 0.35 0.5 0.5 0.5 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.05 2.45 -0.05 1 1 1 0 -1.5 -80 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 30 0.6 0.6 0.6 0 3 62 0.4 0.07 0.25 -6.5 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 13 0 16 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 65 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 3.5 0 122 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
70 -3.6 -2.6 8 -2 -313 4 1 0 9.7 0.35 0.42 0.42 0.42 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 4.75 2.45 0.05 1 1 1 0 -1.5 -67 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 0 0.6 0.6 0.6 0 3 62 0.4 0.07 0.25 -75.5 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 87 0 -22 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 65 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 10.5 0 62.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
73 -3.6 -2.6 8 -2 -313 4 1 0 9.9 0.35 0.34 0.34 0.34 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 3.75 5.45 0.3 1 1 1 0 -1 -67 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 0 0.6 0.6 0.6 0 3 8 0.4 0.07 0.25 5 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 0 0 65 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 10.5 0 62.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
76 -3.6 -2.6 8 3 -313 4 1 0 10.15 0.35 0.26 0.26 0.26 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 3 7 0.5 1 1 1 40.5 -6 -97 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 0 0.6 0.6 0.6 0 3 8 0.4 0.07 0.25 5 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 83.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 10.5 0 62.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 0 1 1 1 -90 0 0 0.3 0.3 0.3
82 -3.6 -2.6 8 17 -313 4 1 0 10.7 0.35 0.18 0.18 0.18 -90 -38.5 0 0.4 0.4 0.4 135 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -96.5 63.5 -78.5 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -104 -63 -90 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 -0.5 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 1.95 10.75 0.7 1 1 1 82.5 -8 -161.5 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 70 0.4 0.07 0.25 -67 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 40 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 83.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 -20 1 1 1 -90 0 0 0.3 0.3 0.3
87 -5.4 -2.6 13.4 9 -307 4 0 -3.75 7.95 0.6 1 1 1 -90 -19.5 0 0.4 0.4 0.4 98.5 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -83.5 -21.5 -12 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -89 49 -180 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 27.5 0 0.3 0.3 0.4 0 -34 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 0 0 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 4.3 7.4 0.45 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 20 1 1 1 -90 0 0 0.3 0.3 0.3
92 -5.4 -2.6 13.4 9 -307 4 1 -5 2.6 0.25 1 1 1 -90 -19.5 0 0.4 0.4 0.4 98.5 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -83.5 -21.5 -12 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -65.5 21.5 -146 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 48 0 0.3 0.3 0.4 0 -48.5 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 44.5 0 0.3 0.3 0.4 0 -44 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 90 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0.5 0.5 0.5 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 -20 1 1 1 -90 0 0 0.3 0.3 0.3
94 -5.4 -2.6 13.4 9 -307 4 0 -5 2.6 0.25 1 1 1 -90 -19.5 0 0.4 0.4 0.4 98.5 -5.5 -88.5 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -83.5 -21.5 -12 0.3 0.3 0.3 -46.5 -7 90 0.3 0.3 0.3 -65.5 21.5 -146 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 48 0 0.3 0.3 0.4 0 -48.5 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 44.5 0 0.3 0.3 0.4 0 -44 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 20 1 1 1 -90 0 0 0.3 0.3 0.3
97 -5.4 -2.6 13.4 9 -307 4 1 -5.45 3 -0.4 1 1 1 -90 -19.5 0 0.4 0.4 0.4 61.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 42 -12 0.3 0.3 0.3 -70.5 -32.5 90 0.3 0.3 0.3 -192.5 -55 -146 0.3 0.3 0.3 -58 3.5 -90 0.3 0.3 0.3 0 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 -20 1 1 1 -90 0 0 0.3 0.3 0.3
100 -5.4 -2.6 13.4 19 -307 4 1 -5.45 3 -0.4 1 1 1 -90 -94 0 0.4 0.4 0.4 61.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -183.5 -55 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 0 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 20 1 1 1 -90 0 0 0.3 0.3 0.3
101 -5.4 -2.6 13.4 19 -307 4 0 -5.45 3 -0.4 1 1 1 -90 -94 0 0.4 0.4 0.4 61.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -183.5 -55 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 0 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 12 11.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -7.5 0 1 1 1 0 0 40 1 1 1 -90 0 0 0.3 0.3 0.3
105 -5.6 -4.6 14.5 2 -307 4 0 -5.45 3 -0.4 1 1 1 -90 -160.5 0 0.4 0.4 0.4 83.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -39 -3.5 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 2 -4.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 10 -12.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -10 1 1 1 1 0 -26 -16.5 1 1 1 -90 0 0 0.3 0.3 0.3
107 -5.6 -4.6 14.5 2 -307 4 0 -5.45 3 -0.4 1 1 1 -90 -160.5 0 0.4 0.4 0.4 83.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -39 -3.5 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 2 -4.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 10 -12.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -13 1.5 1 1 1 -1.5 -19.5 18.5 1 1 1 -90 0 0 0.3 0.3 0.3
110 -5.7 -4.6 10.3 -8 -309 4 0 -5.45 3 -0.4 1 1 1 -90 -160.5 0 0.4 0.4 0.4 83.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -39 -3.5 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 2 -4.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 10 -12.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -18.42 2 1 1 1 9 -19.5 -15.5 1 1 1 -90 0 0 0.3 0.3 0.3
112 -5.7 -4.6 10.3 -8 -309 4 0 -5.45 3 -0.4 1 1 1 -90 -160.5 0 0.4 0.4 0.4 83.5 1.5 -150 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 49.5 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -39 -3.5 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 2 -4.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 10 -12.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -18.42 2 1 1 1 9 -19.5 -15.5 1 1 1 -90 0 0 0.3 0.3 0.3
117 -0.6 2.1 1.3 -8 -341 4 0 -4.71 2.62 0.1 1 1 1 -90 -210.5 0 0.4 0.4 0.4 106.5 3 -87 0.5 0.5 0.5 35 0 0 0.5 0.5 0.5 -30 -22 -12 0.3 0.3 0.3 -90 -1.5 90 0.3 0.3 0.3 -39 -29 -146 0.3 0.3 0.3 -79 3.5 -90 0.3 0.3 0.3 2 36 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 10 -34.5 0 0.3 0.3 0.4 0 0 0 0.1 0.1 0.2 0 0 90 0.3 0.3 0.3 5.8 1.5 0.35 1 1 1 157.5 -72.5 -161.5 1 0.3 0.3 0 0 0 0.3 0.3 0.3 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 0 0 0.1 0.1 0.1 0 0 0 0.02 0.05 0.05 0 -90 0 0.6 0.6 0.6 0 90 27 0.6 0.6 0.6 0 3 35.5 0.4 0.07 0.25 1 0 10.5 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 12 0 18 0.08 0.2 0.08 0 0 0 0.12 0.03 0.09 2 0 13.5 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 1.5 0 148 0.08 0.2 0.08 90 90 0 0.24 0.6 0.8 -90 0 70 0 0 0 3 -15.35 2.2 1 1 1 0 0 0 0.1 0.1 0.1 0 -18.42 2 1 1 1 9 -19.5 -15.5 1 1 1 -90 0 0 0.3 0.3 0.3
